timestamp,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw,offset_x,offset_y,offset_z,action,position_error,adjusted_ref_x,adjusted_ref_y,adjusted_ref_z,is_avoiding,offset_magnitude_xy
16.568,0.004857873544096947,-0.005523363593965769,-0.0428614541888237,0.00775255585245569,-0.009515013250813659,0.03941522696520605,-0.9991476050214446,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
16.668,0.004686467349529266,-0.005066948011517525,-0.04176706075668335,0.007770809636082145,-0.009499040665362855,0.039283939532094636,-0.9991527890838114,0.0,1.1999993856,0.2999998464,3,nan,nan,nan,nan,1,1.1999993856
16.768,0.004604425746947527,-0.004819353111088276,-0.04086437076330185,0.0077422451857303305,-0.009448346650000918,0.03919631623404046,-0.999156877328117,0.0,1.1999993856,0.2999998464,3,nan,nan,nan,nan,1,1.1999993856
16.868,0.004266024101525545,-0.005102022551000118,-0.04022388160228729,0.007739961847285028,-0.009407368882627819,0.039180511165848864,-0.9991579309993297,0.0,1.1999998771199998,0.29999996927999995,3,nan,nan,nan,nan,1,1.1999998771199998
16.968,0.004208138212561607,-0.00543622113764286,-0.04021794721484184,0.007713605908258797,-0.009410641519560241,0.039150376169163614,-0.9991593218453307,0.0,1.1999998771199998,0.29999996927999995,3,nan,nan,nan,nan,1,1.1999998771199998
17.068,0.004366407636553049,-0.005680049303919077,-0.04022952914237976,0.007754871541899946,-0.00941833076755351,0.0391282912205439,-0.9991597433138157,0.0,1.1999999754239998,0.29999999385599996,3,nan,nan,nan,nan,1,1.1999999754239998
17.168,0.00456880172714591,-0.006121281534433365,-0.03960372507572174,0.007785386601084405,-0.009428604638104484,0.039158004748744035,-0.999158268174118,0.0,1.1999999754239998,0.29999999385599996,3,nan,nan,nan,nan,1,1.1999999754239998
17.268,0.004505175165832043,-0.007159057538956404,-0.03865180164575577,0.007800619888006935,-0.009395296938615861,0.039151598427770384,-0.999158689642603,0.0,1.1999999950848,0.2999999987712,3,nan,nan,nan,nan,1,1.1999999950848
17.368,0.004675077274441719,-0.008007301948964596,-0.03934137523174286,0.0078040939572407335,-0.009365848556898208,0.03910852434859219,-0.9991606283976345,0.0,1.1999999950848,0.2999999987712,3,nan,nan,nan,nan,1,1.1999999950848
17.468,0.005054164212197065,-0.00858313962817192,-0.040922861546278,0.0078013972997986085,-0.00934150274266453,0.03907640845002697,-0.9991621456841808,0.0,1.1999999990169599,0.29999999975423997,3,nan,nan,nan,nan,1,1.1999999990169599
